Symbol,Company Name,Has Alerts,Alert Count,Price,Sector,Industry,Market Cap,Market Cap Category,Tradier Avg Vol,Actual Avg Stock Vol (30d),Avg Daily Opt Vol (30d),Peak Daily Opt Vol (30d),Avg Total OI (30d),Liquidity Tier,Beta,Keep
FOXA,Fox Corp,No,0,59.78,N/A,N/A,23800291285,Large,4150910,4591716,470,3580,7552,high,0.7463,
FRPT,Freshpet Inc,No,0,82.64,Consumer Defensive,Packaged Foods,4179671480,Mid,352145,1440548,241,1990,3034,moderate,0.0756,
FSLR,First Solar Inc,Yes,3,189.21,Technology,Solar,20582248649,Large,1608063,2787158,11335,35333,70995,high,0.5804,
FTI,TechnipFMC PLC,No,0,63.02,Energy,Oil & Gas Equipment & Services,25778895289,Large,12628091,4187679,257,2458,2703,ultra_liquid,0.9994,
FTNT,Fortinet Inc,Yes,1,83.67,Technology,Software - Infrastructure,62464348876,Large,1210188,7391301,11493,29559,71733,high,1.2384,
FTV,Fortive Corp,No,0,57.39,Technology,"Hardware, Equipment & Parts",17865068795,Large,1745525,4516931,492,6400,5257,high,0.7657,
G,Genpact Ltd,No,0,41.7,Technology,Information Technology Services,7099832844,Mid,1099693,2668546,90,360,2174,high,1.5399,
GAP,Gap Inc,Yes,4,23.28,Consumer Cyclical,Apparel - Retail,10116271328,Large,7300292,7281181,8094,25455,63871,high,1.3705,
GDDY,GoDaddy Inc,Yes,0,93.95,Technology,Software - Infrastructure,12419268916,Large,1550019,2533098,1145,7889,5757,high,0.2002,
GE,GE Aerospace,Yes,6,323.11,Industrials,Aerospace & Defense,342951562987,Mega,58479404,5596174,12451,30486,84409,ultra_liquid,1.2702,
GEHC,GE HealthCare Technologies Inc,No,0,74.27,Healthcare,Medical Devices,35142864533,Large,3297729,3376321,980,4061,15295,high,0.9024,
GEN,Gen Digital Inc,No,0,22.61,Technology,Software - Infrastructure,13681944654,Large,4270603,7164914,543,4692,10732,high,1.531,
GEV,GE Vernova Inc,Yes,2,789.23,Industrials,Specialty Industrial Machinery,219669208454,Mega,3148382,2927893,17128,46638,72333,high,2.0314,
GFS,GLOBALFOUNDRIES Inc,Yes,4,46.88,Technology,Semiconductors,26866089030,Large,0,3748147,3848,18425,47305,N/A,1.3483,
GILD,Gilead Sciences Inc,Yes,4,143.93,Healthcare,Drug Manufacturers - General,180179775433,Large,7773738,8023538,6960,17625,57590,high,0.5999,
GIS,General Mills Inc,No,0,44.29,Consumer Defensive,Packaged Foods,23248171269,Large,7928684,7688560,4719,24587,55684,high,-0.7337,Keep
GLW,Corning Inc,Yes,6,123.29,Technology,Electronic Components,115599928206,Large,5668696,13434489,30973,64019,87849,high,2.5972,
GM,General Motors Co,Yes,17,75.21,Consumer Cyclical,Auto - Manufacturers,68882350398,Large,8815586,8861980,18205,45756,138307,high,1.4401,
GME,GameStop Corp,Yes,1,24.37,Consumer Cyclical,Specialty Retail,10698466382,Large,7384225,8729258,144288,370349,354680,high,0.6935,
GMED,Globus Medical Inc,Yes,2,87.1,Healthcare,Medical Devices,14079528284,Large,469477,1188329,462,3713,9211,moderate,0.7181,
GNRC,Generac Holdings Inc,Yes,1,204.02,Industrials,Specialty Industrial Machinery,12838857705,Large,954482,1307016,2082,8522,16956,moderate,1.8908,
GNTX,Gentex Corp,No,0,22.08,Consumer Cyclical,Auto Parts,4846553167,Mid,1516501,2314305,28,180,840,high,0.5856,
GO,Grocery Outlet Holding Corp,Yes,0,6.59,Consumer Defensive,Grocery Stores,622190038,Small,840825,3184987,316,2265,6993,moderate,1.0732,
GOOG,Alphabet Inc. - Class C Capital Stock,Yes,40,298.3,Communication Services,Internet Content & Information,3639908500000,Mega,21762058,23674969,215401,614205,596164,ultra_liquid,0.8515,
GOOGL,Alphabet Inc,Yes,40,298.52,N/A,N/A,3639908500000,Mega,1699742,38099510,377504,813666,799088,high,0.837,
GPC,Genuine Parts Co,Yes,2,115.52,Consumer Cyclical,Auto Parts,16116925067,Large,1295313,1502405,581,4041,5956,high,0.7225,
GPK,Graphic Packaging Holding Co,No,0,11.22,Consumer Cyclical,Packaging & Containers,3281823904,Mid,2967775,7486625,712,5678,10921,high,1.3801,
GPN,Global Payments Inc,No,0,76.4,Industrials,Specialty Business Services,21913474890,Large,3524423,4040178,2152,13767,25505,high,1.4046,
GRAL,GRAIL Inc,Yes,1,50.23,Healthcare,Diagnostics & Research,2089164448,Mid,1243595,1710058,1036,8070,5922,high,1.7305,
GTES,Gates Industrial Corp PLC,Yes,2,23.98,Industrials,Specialty Industrial Machinery,6458088982,Mid,881375,2791361,1924,14265,13437,moderate,0.8903,
GTLB,GitLab Inc,Yes,1,24.91,Technology,Software - Infrastructure,4272308000,Mid,5413804,6773462,3794,27734,23942,high,1.8163,
GTM,ZoomInfo Technologies Inc,Yes,1,6.56,Technology,Software - Application,2008838757,Mid,7919107,11112513,2268,11262,12232,high,1.8532,
GXO,GXO Logistics Inc,Yes,2,55.76,Industrials,Integrated Freight & Logistics,6778425383,Mid,1260597,1569675,1150,10102,11726,high,1.475,
HAL,Halliburton Co,Yes,8,34.05,Energy,Oil & Gas Equipment & Services,28610651465,Large,12067218,13159122,14566,29361,149251,ultra_liquid,0.8795,
HAS,Hasbro Inc,Yes,0,94.49,Consumer Cyclical,Leisure,13417200740,Large,1207446,2085913,2310,40644,9689,high,0.9541,
HAYW,Hayward Holdings Inc,No,0,14.87,Industrials,Electrical Equipment & Parts,3336309642,Mid,0,2183183,490,6036,11062,N/A,0.9308,
HBAN,Huntington Bancshares Inc,No,0,16.31,Financial Services,Banks - Regional,33856937081,Large,9307542,38345018,3647,11095,34736,high,0.8711,
HD,The Home Depot Inc,Yes,2,357.92,Consumer Cyclical,Home Improvement,360056593894,Mega,4727585,4068730,14983,41214,118829,high,0.4357,
HLT,Hilton Worldwide Holdings Inc,Yes,0,298.64,Consumer Cyclical,Travel Lodging,70475070786,Large,1882112,2152496,969,2748,13015,high,0.5262,
HOG,Harley-Davidson Inc,Yes,1,19.21,Consumer Cyclical,Auto - Recreational Vehicles,2254146746,Mid,1624766,3911406,3626,11915,28166,high,1.042,
HOLX,Hologic Inc,No,0,75.74,Healthcare,Medical Instruments & Supplies,16904104206,Large,1936760,2702990,202,2103,10307,high,0.0215,
HOOD,Robinhood Markets Inc,Yes,38,77.09,Financial Services,Financial - Capital Markets,72528843898,Large,0,34926006,226786,381414,397847,N/A,3.4912,
HPE,Hewlett Packard Enterprise Co,Yes,11,21.13,Technology,Communication Equipment,28529517292,Large,8496386,16445240,15754,117205,127946,high,1.8681,
HPQ,HP Inc,Yes,5,19.46,Technology,Computer Hardware,17687400848,Large,11198200,20658468,24207,110664,132082,ultra_liquid,0.918,
HRB,H&R Block Inc,No,0,32.26,Consumer Cyclical,Personal Products & Services,4014480902,Mid,3420473,3054431,783,4061,3831,high,1.0599,
HRL,Hormel Foods Corp,No,0,24.42,Consumer Defensive,Packaged Foods,13311374967,Large,2372408,4868180,2713,10758,26987,high,-0.0944,
HSIC,Henry Schein Inc,No,0,77.6,Healthcare,Medical Distribution,9195829380,Mid,1149367,1503567,346,2535,2879,high,0.9142,
HST,Host Hotels & Resorts Inc,No,0,19.23,Real Estate,REIT - Hotel & Motel,13728531532,Large,7857632,9686484,242,2087,8129,high,0.9581,
HUM,Humana Inc,Yes,1,179.15,Healthcare,Healthcare Plans,21797721035,Large,976256,2751706,6218,27406,26283,moderate,-0.0426,
HUN,Huntsman Corp,Yes,8,11.44,Basic Materials,Chemicals,2180575376,Mid,1843235,7266349,9300,68100,61176,high,1.4346,
IAC,IAC Inc,No,0,37.87,Communication Services,Internet Content & Information,2979799064,Mid,1110287,1271954,172,2111,5984,high,1.3088,
IBM,International Business Machines Corp,Yes,11,258.85,Technology,Information Technology Services,240652726346,Mega,4762302,7023151,47153,270964,131660,high,1.8813,
IFF,International Flavors & Fragrances Inc,Yes,0,73.77,Basic Materials,Specialty Chemicals,19304545049,Large,1293361,1879850,210,1508,6552,high,-0.0895,
INCY,Incyte Corp,No,0,95.94,Healthcare,Biotechnology,19366099632,Large,1555409,1840329,432,1665,7863,high,1.2048,
INSP,Inspire Medical Systems Inc,Yes,0,62.99,Healthcare,Medical Devices,1785687115,Small,1575243,1461432,113,921,1073,high,0.7018,
INTC,Intel Corp,Yes,80,43.42,Technology,Semiconductors,229520250000,Mega,21950694,104017911,333638,1018116,1162070,ultra_liquid,1.9588,
INVH,Invitation Homes Inc,No,0,26.21,Real Estate,REIT - Residential,16099980577,Large,3650813,6900231,698,5832,17519,high,0.023,
IP,International Paper Co,Yes,1,39.53,Consumer Cyclical,Packaging & Containers,21813262875,Large,2795288,8083640,3356,16076,41519,high,1.164,
IR,Ingersoll Rand Inc,No,0,86.43,Industrials,Specialty Industrial Machinery,35445344636,Large,2103678,4644646,437,3771,6225,high,1.358,
IRDM,Iridium Communications Inc,No,0,24.01,Communication Services,Telecom Services,2513714378,Mid,2552560,2337217,879,3283,9934,high,0.493,
ISRG,Intuitive Surgical Inc,Yes,1,490.16,Healthcare,Medical Instruments & Supplies,176393188717,Large,652534,2048297,4011,14146,44651,moderate,1.1745,
IVES,Dan IVES Wedbush AI Revolution ETF,No,0,29.9,N/A,N/A,0,,726872,696820,166,1275,5229,moderate,1.9878,Keep
IVZ,Invesco Ltd,No,0,23.67,Financial Services,Asset Management,10972052505,Large,4764106,6374618,2354,45613,32684,high,2.1744,Keep
IWM,iShares Russell 2000 ETF,Yes,0,250.89,N/A,N/A,0,,38672593,42608053,1896014,2682197,4250418,ultra_liquid,1.2462,
JBL,Jabil Inc,Yes,3,241.09,Technology,Electronic Components,26632182290,Large,1372178,1083410,1812,11901,22838,high,1.9213,
JBLU,JetBlue Airways Corp,No,0,4.49,Industrials,Airlines,1684044489,Small,5213387,19673638,19565,54477,103191,high,1.5899,Keep
JCI,Johnson Controls International PLC,Yes,2,132.4,Industrials,Building Products & Equipment,83963242139,Large,5073963,5222946,3844,25907,47770,high,0.6623,
JEF,Jefferies Financial Group Inc,Yes,1,38.29,Financial Services,Financial - Capital Markets,9145977764,Mid,1588979,3060500,970,5907,12902,high,2.476,
JETS,U.S. Global Jets ETF,No,0,25.35,N/A,N/A,0,,4038435,4482116,14296,83183,122130,high,1.4745,Keep
JHG,Janus Henderson Group PLC,No,0,51.36,Financial Services,Asset Management,7933353055,Mid,1107136,2641618,179,3106,1924,high,0.2794,
JNJ,Johnson & Johnson,Yes,10,240.4,Healthcare,Drug Manufacturers - General,577484082033,Mega,6695900,9015531,19486,140432,128845,high,-0.1572,
JPM,JPMorgan Chase & Co,Yes,0,289.48,Financial Services,Banks - Diversified,791713853681,Mega,10767333,10784121,52648,93750,266947,ultra_liquid,1.3318,
KBR,KBR Inc,No,0,40,Industrials,Engineering & Construction,5075086158,Mid,1315506,1443806,73,387,1611,high,1.007,
KD,Kyndryl Holdings Inc,Yes,0,13.19,Technology,Information Technology Services,3045791563,Mid,1707263,7812512,2770,14402,14710,high,1.0439,
KDP,Keurig Dr Pepper Inc,Yes,7,28.25,Consumer Defensive,Beverages - Non-Alcoholic,38110582954,Large,2516344,10740793,3928,48830,62806,high,-0.0238,
KEY,KeyCorp,Yes,3,19.86,Financial Services,Banks - Regional,22196118189,Large,8774618,16699988,3096,17280,38228,high,1.0864,
KHC,The Kraft Heinz Co,Yes,0,24.54,Consumer Defensive,Packaged Foods,28682135316,Large,7539209,16510876,28817,145264,152239,high,-0.3826,
KKR,KKR & Co Inc,Yes,2,91.33,Financial Services,Asset Management,85213881767,Large,3003326,9702094,5017,15578,43836,high,2.7219,
KMB,Kimberly-Clark Corp,Yes,4,104.58,Consumer Defensive,Household & Personal Products,34821975941,Large,1431837,5927610,7624,19239,125400,high,-0.4448,
KMI,Kinder Morgan Inc,Yes,0,33.58,Energy,Oil & Gas Midstream,74286285595,Large,13551273,14418041,21961,153639,145821,ultra_liquid,-0.052,
KMX,CarMax Inc,Yes,3,42.19,Consumer Cyclical,Auto - Dealerships,5962548754,Mid,1292874,3176482,3350,34339,47305,high,1.6467,
KNX,Knight-Swift Transportation Holdings Inc,Yes,0,56.87,Industrials,Trucking,9904302390,Mid,1724245,3146638,1086,7781,16064,high,1.261,
KO,Coca-Cola Co,Yes,4,77.04,Consumer Defensive,Beverages - Non-Alcoholic,331284698005,Mega,11935646,19841666,44372,100795,312314,ultra_liquid,-0.4122,
KR,The Kroger Co,Yes,0,74.11,Consumer Defensive,Grocery Stores,45293014381,Large,6248902,7003391,10531,43601,56958,high,-0.6536,
KSS,Kohl's Corp,Yes,1,15.12,Consumer Cyclical,Department Stores,1758004622,Small,3333732,3753007,6545,13512,35703,high,0.7329,
KVUE,Kenvue Inc,Yes,18,18.39,Consumer Defensive,Household & Personal Products,34980360642,Large,0,50191997,13858,56501,229067,N/A,-0.2728,
LAZ,Lazard Inc,No,0,44.64,Financial Services,Financial - Capital Markets,4347934844,Mid,829907,1212645,343,2671,4609,moderate,1.6456,
LCID,Lucid Group Inc,Yes,10,9.77,Consumer Cyclical,Auto - Manufacturers,3224412951,Mid,7598672,7077455,15910,72317,126711,high,3.4634,
LEG,Leggett & Platt Inc,No,0,10.63,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1498729861,Small,1202002,1778110,647,9592,7767,high,1.3193,
LINE,Lineage Inc,No,0,39.5,Real Estate,REIT - Industrial,9194482399,Mid,0,1621673,99,784,2428,N/A,1.3169,
LKQ,LKQ Corp,No,0,31.47,Consumer Cyclical,Auto Parts,8026461119,Mid,1889035,2400933,349,2176,11846,high,0.9025,
LMT,Lockheed Martin Corp,Yes,1,671.77,Industrials,Aerospace & Defense,150702557200,Large,1130597,1753831,9608,73223,38230,high,0.5643,
LNC,Lincoln National Corp,Yes,0,34.04,Financial Services,Insurance - Life,6677875962,Mid,1506655,2449472,1264,10098,11658,high,1.5126,
LOAR,Loar Holdings Inc,No,0,69.46,Industrials,Aerospace & Defense,6783884248,Mid,831336,1062988,72,1517,809,moderate,1.2242,
LOW,Lowe's Companies Inc,Yes,1,251.89,Consumer Cyclical,Home Improvement,142879945612,Large,3630717,2841129,5774,23008,53079,high,0.5536,
LPX,Louisiana-Pacific Corp,No,0,77.7,Industrials,Building Products & Equipment,5618549397,Mid,1244187,1259329,128,589,1521,high,0.6181,
LRCX,Lam Research Corp,Yes,9,199.33,Technology,Semiconductor Equipment & Materials,268086158280,Mega,1724802,11409902,31448,67498,145575,high,3.2023,
LSCC,Lattice Semiconductor Corp,Yes,0,85.49,Technology,Semiconductors,12462590955,Large,1762392,2182591,1269,12578,9732,high,2.4329,
LULU,Lululemon Athletica Inc,Yes,12,170.13,Consumer Cyclical,Apparel - Retail,20315934884,Large,1785200,2266567,15829,39558,98454,high,1.3241,
LUV,Southwest Airlines Co,Yes,20,41.56,Industrials,Airlines,21568859761,Large,4196229,11371736,20621,80680,137354,high,0.9548,
LVS,Las Vegas Sands Corp,Yes,2,53.6,Consumer Cyclical,"Gambling, Resorts & Casinos",37049157266,Large,5734038,5752177,9996,38187,101046,high,0.6329,
LW,Lamb Weston Holdings Inc,Yes,0,46.03,Consumer Defensive,Packaged Foods,6339866704,Mid,943149,2369782,1692,10874,26968,moderate,-0.6211,
LYB,LyondellBasell Industries NV,Yes,3,67.11,Basic Materials,Specialty Chemicals,21224558150,Large,2120955,7749727,4295,20759,43362,high,1.0852,
LYFT,Lyft Inc,Yes,10,13.25,Technology,Software - Application,5255020333,Mid,7150478,19259816,20869,78033,119511,high,1.5864,
M,Macy's Inc,Yes,2,18.27,Consumer Cyclical,Department Stores,5102296861,Mid,19709037,7011467,8114,18592,79870,ultra_liquid,1.1469,
MAN,ManpowerGroup Inc,No,0,29.1,Industrials,Staffing & Employment Services,1332243840,Small,1277991,1673528,76,813,1575,high,0.4717,
MAR,Marriott International Inc,Yes,0,323.8,Consumer Cyclical,Travel Lodging,88250455864,Large,1668119,1774423,1918,9380,26109,high,0.6718,
MAS,Masco Corp,No,0,63.66,Industrials,Building Products & Equipment,13295542650,Large,2593248,2836842,535,3038,4375,high,0.707,
MAT,Mattel Inc,Yes,0,15.9,Consumer Cyclical,Leisure,4841244000,Mid,5182779,6871818,2776,19261,11396,high,0.746,
MCHP,Microchip Technology Inc,Yes,2,64.77,Technology,Semiconductors,36694395406,Large,2173285,9530691,5982,18484,57961,high,1.2866,
MDB,MongoDB Inc,Yes,1,270.47,Technology,Software - Infrastructure,21481727216,Large,1293025,2321247,13032,28431,47427,high,2.8712,
MDLZ,Mondelez International Inc,No,0,58.4,Consumer Defensive,Food Confectioners,74577781022,Large,8196286,11059845,2408,20796,35422,high,-0.3105,
MDT,Medtronic PLC,Yes,1,90.9,Healthcare,Medical Devices,119414140501,Large,7688564,8845479,7240,27314,97082,high,-0.1484,
MET,MetLife Inc,Yes,1,71.83,Financial Services,Insurance - Life,47560809058,Large,3831643,4334959,1093,4378,30728,high,1.0858,
META,Meta Platforms Inc,Yes,34,644.86,Communication Services,Internet Content & Information,1670948452854,Mega,3035629,15871476,442556,1081362,677242,high,1.1335,
MGM,MGM Resorts International,Yes,1,35.57,Consumer Cyclical,"Gambling, Resorts & Casinos",9498912910,Mid,4677611,5106957,4300,12470,40366,high,1.6034,
MHK,Mohawk Industries Inc,Yes,1,107.37,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6680740914,Mid,1056682,870007,625,2119,6332,high,0.9738,
MKC,McCormick & Co Inc,No,0,64.85,Consumer Defensive,Packaged Foods,17520255585,Large,3621395,3596601,887,6294,17860,high,-0.6776,
MMM,3M Co,Yes,0,153.41,Industrials,Conglomerates,82275807000,Large,3629780,4196917,6462,37831,68968,high,0.9037,
MNST,Monster Beverage Corp,No,0,75.61,Consumer Defensive,Beverages - Non-Alcoholic,75033365297,Large,2846540,6798245,2730,13379,21577,high,-0.0918,
MO,Altria Group Inc,No,0,66.51,Consumer Defensive,Tobacco,112145839533,Large,8656326,10079442,18343,46110,129218,high,-0.2728,Keep
MOH,Molina Healthcare Inc,Yes,0,144.47,Healthcare,Healthcare Plans,7607065000,Mid,1704748,2065932,1081,5252,7222,high,-1.8134,
MOS,The Mosaic Co,Yes,0,26.31,Basic Materials,Agricultural Inputs,8344038180,Mid,7265507,6764916,6971,20940,57737,high,-0.0282,
MP,MP Materials Corp,Yes,9,58.23,Basic Materials,Rare Earth Materials,10389992476,Large,0,7385046,19805,45334,117809,N/A,1.8478,
MPT,Medical Properties Trust Inc,No,0,5.47,Real Estate,REIT - Healthcare Facilities,3308250000,Mid,6597664,6731326,16716,93820,120938,high,,Keep
MRK,Merck & Co Inc,Yes,11,115.79,Healthcare,Drug Manufacturers - General,286970539788,Mega,13270999,12729414,20602,57005,191886,ultra_liquid,0.1272,
MRNA,Moderna Inc,Yes,23,52.52,Healthcare,Biotechnology,21259589193,Large,6732670,11443878,58558,181946,237194,high,2.1066,
MRP,Millrose Properties Inc,No,0,29.77,Real Estate,REIT - Residential,5089667217,Mid,0,1455324,159,920,5434,N/A,0.807,
MRVL,Marvell Technology Inc,Yes,47,89.57,Technology,Semiconductors,66102681166,Large,11448574,16728697,61297,495192,277100,ultra_liquid,2.3627,
MS,Morgan Stanley,Yes,3,160.27,Financial Services,Financial - Capital Markets,258106676485,Mega,11134043,7847779,12349,31584,101684,ultra_liquid,2.0086,
MSFT,Microsoft Corp,Yes,32,408.96,Technology,Software - Infrastructure,3049557348931,Mega,29453247,43345016,649721,1448907,989068,ultra_liquid,0.932,
MSTR,Strategy Inc,Yes,106,133.53,Technology,Software - Application,46661966104,Large,869231,24104503,354084,822368,651622,moderate,4.5469,
MTCH,Match Group Inc,Yes,0,30.47,Communication Services,Internet Content & Information,7279445685,Mid,2187650,4645440,1718,6170,20407,high,1.0973,
MTN,Vail Resorts Inc,Yes,3,138.76,Consumer Cyclical,"Gambling, Resorts & Casinos",5017524393,Mid,952030,784802,369,932,6626,moderate,-0.1782,
MU,Micron Technology Inc,Yes,96,370.3,Technology,Semiconductors,446883452080,Mega,24433828,35807328,357009,679366,547788,ultra_liquid,3.0544,
NCLH,Norwegian Cruise Line Holdings Ltd,Yes,8,20.05,Consumer Cyclical,Travel Services,9523986669,Mid,20636329,24222431,34425,139595,244861,ultra_liquid,2.238,
NCNO,Ncino Inc,No,0,16.82,Technology,Software - Application,1929001161,Small,2145091,2622513,169,1653,1428,high,1.7917,
NDAQ,Nasdaq Inc,No,0,88.43,Financial Services,Financial - Data & Stock Exchanges,50176539169,Large,4654351,5717638,2738,12328,17618,high,1.4063,
NEE,NextEra Energy Inc,No,0,91.02,Utilities,Utilities - Regulated Electric,189871356579,Large,9983045,10676450,15863,167277,135471,high,0.1188,Keep
NEM,Newmont Corp,Yes,3,116.29,Basic Materials,Gold,126291317271,Large,7227814,10486124,22847,43643,140742,high,1.6312,
NET,Cloudflare Inc,Yes,1,195.19,Technology,Software - Infrastructure,67689331107,Large,1563271,5986916,16249,60646,61605,high,2.083,
NI,NiSource Inc,No,0,46.46,Utilities,Utilities - Regulated Gas,22510200363,Large,3337629,4562028,275,2155,3381,high,0.2414,
NKE,Nike Inc,Yes,21,57.01,Consumer Cyclical,Apparel - Footwear & Accessories,85891844984,Large,6153813,15020671,66921,235206,386253,high,0.664,
NLR,VanEck Uranium and Nuclear ETF,No,0,136.01,N/A,N/A,0,,629023,670128,391,2474,5863,moderate,2.343,Keep
NLY,Annaly Capital Management Inc,No,0,22.41,Real Estate,REIT - Mortgage,16501348838,Large,10820689,7776628,9534,25280,73974,ultra_liquid,0.3297,Keep
NNE,Nano Nuclear Energy Inc,Yes,1,23.54,Industrials,Specialty Industrial Machinery,1332808934,Small,1882931,1677099,3228,8147,25556,high,3.7767,
NNN,NNN REIT Inc,No,0,45.12,Real Estate,REIT - Retail,8547274845,Mid,825433,1554702,80,279,4442,moderate,-0.4511,
NOV,NOV Inc,No,0,18.57,Energy,Oil & Gas Equipment & Services,6829666108,Mid,3032919,5133228,299,2483,6151,high,1.4343,
NRG,NRG Energy Inc,Yes,4,154.32,Utilities,Utilities - Independent Power Producers,34447158549,Large,2466453,2859796,4216,13007,26834,high,2.0034,
NTAP,NetApp Inc,Yes,1,101.06,Technology,Software - Infrastructure,20149407144,Large,2195513,2537701,1647,6621,13455,high,2.1398,
NTNX,Nutanix Inc,No,0,39.83,Technology,Software - Infrastructure,10711916597,Large,2950329,5881185,2078,13172,16304,high,1.1842,
NTRA,Natera Inc,Yes,0,198.13,Healthcare,Diagnostics & Research,27940898625,Large,717328,1142372,583,7039,5881,moderate,1.1175,
NU,Nu Holdings Ltd,Yes,11,14.58,Financial Services,Banks - Regional,71961083225,Large,49600788,60910378,42550,191765,355088,ultra_liquid,1.7513,
NUE,Nucor Corp,Yes,1,168.75,Basic Materials,Steel,39200011241,Large,2138571,1903947,1455,4507,22117,high,0.7603,
NVDA,NVIDIA Corp,Yes,85,177.82,Technology,Semiconductors,4455162000000,Mega,9573901,186924497,2428251,5036039,4293404,high,2.1494,
NVST,Envista Holdings Corp,No,0,26.86,Healthcare,Medical Instruments & Supplies,4577039838,Mid,5522769,3356460,202,4460,4745,high,2.2023,
NVT,nVent Electric PLC,Yes,4,106.02,Industrials,Electrical Equipment & Parts,17879193129,Large,1135699,2485522,1597,12525,15639,high,2.1367,
NWL,Newell Brands Inc,No,0,4.24,Consumer Defensive,Household & Personal Products,1806752000,Small,3413918,5600874,772,5276,75088,high,0.9725,Keep
NXE,Nexgen Energy Ltd. Common Shares,Yes,4,12.09,Energy,Uranium,8140423919,Mid,0,9849843,5908,16965,115371,N/A,1.9824,
NXPI,NXP Semiconductors NV,No,0,201.74,Technology,Semiconductors,53212059300,Large,2571588,3122408,3001,9352,17952,high,1.6409,Keep
O,Realty Income Corp,No,0,65,Real Estate,REIT - Retail,60422126126,Large,2857640,6828383,4667,12560,54810,high,-0.3686,Keep
OGN,Organon & Co,No,0,6.56,Healthcare,Drug Manufacturers - General,1746718011,Small,5308008,4531094,804,5054,26316,high,0.6857,
OHI,Omega Healthcare Investors Inc,No,0,47.69,Real Estate,REIT - Healthcare Facilities,13912479900,Large,1657014,2173991,705,6543,9153,high,-0.8254,
OKE,ONEOK Inc,Yes,2,86.93,Energy,Oil & Gas Midstream,53909479070,Large,2033592,5266050,7383,46269,63209,high,-0.2232,
OKLO,Oklo Inc,Yes,5,58.25,Utilities,Utilities - Independent Power Producers,9692006062,Mid,0,9063267,33862,86369,106290,N/A,4.3952,
OKTA,Okta Inc,Yes,2,80.72,Technology,Software - Infrastructure,14116387102,Large,1413811,3532036,8295,35820,44139,high,1.4862,
OLN,Olin Corp,Yes,0,23.37,Basic Materials,Chemicals,2797737991,Mid,2919689,3559813,1884,10548,19319,high,2.0078,
OMC,Omnicom Group Inc,No,0,84.93,Communication Services,Advertising Agencies,26307211880,Large,1781509,5722301,1409,9459,10823,high,0.8279,
OMF,OneMain Holdings Inc,Yes,0,53.41,Financial Services,Credit Services,6445706561,Mid,694643,1678632,408,1515,9475,moderate,1.2719,
ON,ON Semiconductor Corp,Yes,6,56.87,Technology,Semiconductors,23976149250,Large,6624626,9426172,11764,38500,66878,high,1.2911,
ORCL,Oracle Corp,Yes,43,152.96,Technology,Software - Infrastructure,444880545890,Mega,10439690,29073721,218820,462073,623667,ultra_liquid,2.341,
ORI,Old Republic International Corp,No,0,41.82,Financial Services,Insurance - Property & Casualty,10379526975,Large,1569215,1991042,29,78,950,high,-0.2616,
ORLY,O'Reilly Automotive Inc,Yes,1,94.6,Consumer Cyclical,Auto Parts,79119636528,Large,639848,6504144,1648,5369,25907,moderate,0.1805,
OTIS,Otis Worldwide Corp,No,0,89.22,Industrials,Specialty Industrial Machinery,35233650864,Large,0,4255871,575,1506,10003,N/A,-0.0847,
OVV,Ovintiv Inc,No,0,52.25,Energy,Oil & Gas E&P,14911945417,Large,4745150,5479538,1090,4800,12008,high,0.2524,
OWL,Blue Owl Capital Inc,Yes,11,9.89,Financial Services,Asset Management,6935219529,Mid,23130084,36509890,30256,95661,232176,ultra_liquid,2.2774,
OXY,Occidental Petroleum Corp,Yes,7,54.19,Energy,Oil & Gas E&P,52508836765,Large,10635043,14384474,53190,186892,258794,ultra_liquid,0.1639,
PANW,Palo Alto Networks Inc,Yes,1,165.05,Technology,Software - Infrastructure,133138560000,Large,1199117,14030094,40244,142587,130203,high,0.8612,
PATH,UiPath Inc,Yes,4,11.86,Technology,Software - Infrastructure,6176358849,Mid,29464185,32833932,31992,88538,139475,ultra_liquid,1.1905,
PAYX,Paychex Inc,Yes,0,100.85,Technology,Software - Application,35315217731,Large,1420436,4289049,1055,5700,14839,high,0.5757,
PCG,PG&E Corp,Yes,9,18.18,Utilities,Utilities - Regulated Electric,39849159006,Large,16535991,22335199,17879,37883,146388,ultra_liquid,-0.2449,
PCOR,Procore Technologies Inc,Yes,1,58.93,Technology,Software - Application,8896455568,Mid,2151949,3162195,213,1756,1238,high,1.3977,
PDD,Pinduoduo Inc,Yes,38,101.97,Consumer Cyclical,Internet Retail,143015184581,Large,8322555,6903435,29186,121498,363829,high,1.6351,
PEG,Public Service Enterprise Group Inc,No,0,83.35,Utilities,Utilities - Regulated Electric,41854253247,Large,3040089,2928587,591,7439,19399,high,-0.0333,
PEGA,Pegasystems Inc,No,0,47.24,Technology,Software - Application,8005910389,Mid,1973015,2787556,733,4809,4036,high,1.4493,
PENN,PENN Entertainment Inc,No,0,14.64,Consumer Cyclical,"Gambling, Resorts & Casinos",2060044566,Mid,4341951,4971575,4369,19298,27618,high,1.5354,
PEP,PepsiCo Inc,Yes,1,159.43,Consumer Defensive,Beverages - Non-Alcoholic,219620502817,Mega,4152811,8700909,24203,188305,155659,high,-0.2646,
